n,max_load
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
12,2
12,2
12,2
12,2
12,2
12,3
12,3
12,2
12,3
12,2
12,2
12,2
12,2
12,2
12,3
12,2
12,2
12,2
12,2
12,3
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,3
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,3
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,3
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,3
13,3
13,2
13,2
13,3
13,3
13,2
13,2
13,2
13,2
13,3
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,3
13,2
13,2
13,2
13,2
13,3
13,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,3
14,3
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,4
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,3
14,2
14,2
14,3
14,2
14,3
14,2
14,2
14,2
14,2
14,2
14,2
14,3
14,2
14,2
14,2
14,3
14,2
14,2
15,2
15,2
15,2
15,2
15,3
15,2
15,3
15,3
15,2
15,2
15,2
15,3
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,3
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,3
15,3
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
16,2
16,2
16,2
16,3
16,2
16,2
16,2
16,2
16,2
16,2
16,3
16,2
16,3
16,3
16,2
16,3
16,2
16,3
16,2
16,2
16,2
16,3
16,2
16,2
16,3
16,2
16,2
16,2
16,2
16,2
16,2
16,3
16,3
16,3
16,2
16,2
16,2
16,2
16,3
16,3
16,2
16,2
16,3
16,2
16,2
16,2
16,3
16,3
16,2
16,3
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,3
17,3
17,2
17,3
17,3
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,3
17,2
17,2
17,2
17,3
17,2
17,2
17,2
17,2
17,2
17,3
17,2
17,3
17,2
17,2
17,2
17,2
17,3
17,3
17,2
17,3
17,2
17,2
17,2
17,2
17,2
18,2
18,3
18,2
18,2
18,3
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,3
18,3
18,2
18,2
18,2
18,2
18,3
18,2
18,3
18,2
18,3
18,3
18,3
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,3
18,2
18,2
18,2
18,2
18,3
18,2
18,2
18,3
18,2
18,2
18,3
19,2
19,2
19,2
19,2
19,2
19,2
19,3
19,2
19,3
19,2
19,2
19,2
19,2
19,3
19,2
19,2
19,2
19,2
19,3
19,2
19,2
19,2
19,2
19,3
19,2
19,2
19,2
19,2
19,2
19,2
19,3
19,2
19,3
19,3
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,3
19,2
19,2
19,3
19,3
19,2
19,2
19,2
19,2
20,2
20,2
20,2
20,2
20,2
20,2
20,3
20,2
20,3
20,2
20,2
20,3
20,3
20,2
20,2
20,2
20,3
20,2
20,3
20,2
20,3
20,3
20,2
20,2
20,3
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,3
20,3
20,3
20,2
20,2
20,2
20,3
20,2
20,2
21,2
21,2
21,2
21,2
21,3
21,2
21,3
21,3
21,2
21,3
21,2
21,3
21,3
21,2
21,2
21,2
21,3
21,3
21,2
21,2
21,2
21,2
21,3
21,2
21,3
21,2
21,2
21,3
21,2
21,3
21,2
21,2
21,2
21,2
21,2
21,2
21,3
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,3
21,2
21,2
21,2
21,2
21,3
22,3
22,3
22,2
22,2
22,2
22,3
22,3
22,2
22,3
22,3
22,2
22,2
22,2
22,3
22,2
22,3
22,2
22,2
22,3
22,3
22,3
22,2
22,2
22,3
22,2
22,2
22,2
22,2
22,3
22,2
22,2
22,2
22,2
22,3
22,2
22,2
22,2
22,2
22,2
22,3
22,2
22,2
22,2
22,2
22,2
22,3
22,2
22,3
22,2
22,2
23,2
23,2
23,2
23,2
23,3
23,2
23,2
23,3
23,2
23,2
23,2
23,3
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,3
23,3
23,3
23,3
23,2
23,2
23,3
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,3
23,2
23,2
23,2
23,2
23,2
23,3
23,3
23,2
24,2
24,2
24,3
24,2
24,2
24,2
24,2
24,2
24,2
24,3
24,2
24,3
24,2
24,2
24,2
24,2
24,2
24,3
24,3
24,2
24,2
24,2
24,2
24,2
24,2
24,2
24,2
24,2
24,2
24,2
24,2
24,2
24,3
24,2
24,2
24,3
24,2
24,2
24,2
24,3
24,2
24,2
24,2
24,2
24,2
24,2
24,3
24,2
24,3
24,2
25,3
25,3
25,2
25,3
25,2
25,3
25,2
25,2
25,2
25,3
25,3
25,2
25,2
25,3
25,2
25,2
25,2
25,2
25,3
25,2
25,2
25,3
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,3
25,2
25,2
25,2
25,3
25,2
25,2
25,2
25,3
25,2
25,2
25,3
25,2
25,3
25,2
25,4
25,3
25,2
25,3
25,2
26,2
26,3
26,3
26,2
26,3
26,3
26,2
26,2
26,2
26,3
26,2
26,3
26,3
26,2
26,3
26,3
26,2
26,2
26,2
26,3
26,3
26,2
26,2
26,2
26,2
26,3
26,3
26,3
26,3
26,2
26,3
26,2
26,2
26,2
26,2
26,2
26,2
26,3
26,3
26,2
26,3
26,2
26,2
26,2
26,2
26,3
26,2
26,2
26,2
26,2
27,3
27,2
27,2
27,2
27,3
27,2
27,2
27,2
27,3
27,3
27,2
27,2
27,3
27,3
27,2
27,3
27,2
27,3
27,3
27,3
27,2
27,2
27,2
27,2
27,3
27,3
27,2
27,2
27,3
27,2
27,3
27,3
27,2
27,2
27,2
27,2
27,2
27,3
27,2
27,2
27,3
27,3
27,2
27,2
27,3
27,2
27,2
27,2
27,2
27,3
28,2
28,3
28,2
28,2
28,2
28,3
28,3
28,2
28,3
28,2
28,3
28,3
28,3
28,3
28,2
28,2
28,2
28,3
28,2
28,2
28,3
28,2
28,2
28,3
28,3
28,3
28,2
28,3
28,2
28,2
28,2
28,2
28,2
28,3
28,2
28,3
28,2
28,2
28,2
28,2
28,3
28,2
28,2
28,3
28,3
28,2
28,3
28,2
28,3
28,2
29,3
29,3
29,2
29,3
29,2
29,2
29,3
29,3
29,2
29,3
29,2
29,2
29,2
29,2
29,3
29,2
29,2
29,3
29,3
29,2
29,2
29,2
29,2
29,2
29,2
29,2
29,2
29,3
29,2
29,2
29,2
29,2
29,2
29,2
29,2
29,2
29,2
29,2
29,2
29,3
29,3
29,2
29,2
29,3
29,2
29,2
29,2
29,2
29,2
29,3
30,2
30,2
30,2
30,3
30,2
30,2
30,2
30,3
30,3
30,2
30,2
30,2
30,2
30,3
30,3
30,3
30,2
30,2
30,3
30,2
30,3
30,2
30,2
30,2
30,2
30,2
30,2
30,3
30,3
30,2
30,2
30,2
30,2
30,2
30,2
30,2
30,3
30,2
30,2
30,3
30,2
30,3
30,2
30,2
30,2
30,3
30,3
30,2
30,2
30,2
31,3
31,2
31,3
31,3
31,2
31,2
31,2
31,2
31,3
31,2
31,3
31,3
31,3
31,3
31,3
31,2
31,3
31,3
31,2
31,3
31,3
31,2
31,2
31,2
31,3
31,3
31,2
31,3
31,3
31,3
31,2
31,2
31,2
31,2
31,3
31,2
31,2
31,2
31,2
31,3
31,2
31,3
31,2
31,3
31,2
31,2
31,2
31,2
31,2
31,3
32,3
32,3
32,3
32,3
32,3
32,3
32,2
32,2
32,2
32,3
32,3
32,2
32,2
32,2
32,3
32,3
32,2
32,2
32,3
32,2
32,2
32,3
32,2
32,2
32,2
32,2
32,3
32,2
32,3
32,2
32,2
32,2
32,2
32,2
32,2
32,3
32,2
32,2
32,2
32,2
32,2
32,2
32,3
32,2
32,2
32,2
32,2
32,2
32,2
32,2
33,3
33,2
33,2
33,3
33,2
33,2
33,2
33,2
33,2
33,2
33,3
33,3
33,2
33,3
33,2
33,3
33,2
33,2
33,3
33,2
33,2
33,3
33,2
33,3
33,2
33,3
33,2
33,2
33,2
33,2
33,3
33,2
33,3
33,3
33,2
33,3
33,3
33,3
33,2
33,2
33,2
33,3
33,2
33,3
33,2
33,3
33,3
33,3
33,2
33,2
34,3
34,2
34,2
34,2
34,2
34,2
34,2
34,2
34,2
34,2
34,3
34,2
34,2
34,3
34,2
34,2
34,3
34,2
34,3
34,3
34,3
34,3
34,2
34,2
34,2
34,3
34,2
34,3
34,2
34,2
34,3
34,3
34,2
34,2
34,3
34,2
34,3
34,2
34,2
34,2
34,2
34,3
34,2
34,2
34,2
34,3
34,3
34,3
34,2
34,3
35,2
35,2
35,3
35,2
35,2
35,2
35,2
35,3
35,2
35,3
35,2
35,3
35,2
35,3
35,2
35,2
35,2
35,2
35,2
35,2
35,3
35,2
35,3
35,2
35,2
35,2
35,2
35,2
35,3
35,3
35,2
35,2
35,2
35,2
35,2
35,2
35,3
35,3
35,3
35,2
35,3
35,4
35,2
35,3
35,2
35,3
35,2
35,3
35,3
35,3
36,2
36,2
36,3
36,3
36,3
36,3
36,2
36,3
36,2
36,3
36,2
36,3
36,3
36,2
36,3
36,2
36,2
36,2
36,2
36,2
36,2
36,3
36,2
36,3
36,3
36,2
36,3
36,3
36,2
36,2
36,3
36,2
36,2
36,3
36,2
36,3
36,2
36,3
36,2
36,3
36,3
36,2
36,2
36,2
36,2
36,3
36,2
36,2
36,3
36,3
37,3
37,2
37,3
37,3
37,2
37,3
37,2
37,3
37,3
37,2
37,2
37,3
37,2
37,3
37,3
37,2
37,2
37,3
37,3
37,3
37,2
37,3
37,3
37,2
37,2
37,2
37,2
37,2
37,2
37,2
37,3
37,2
37,2
37,3
37,2
37,2
37,2
37,3
37,2
37,4
37,3
37,2
37,2
37,3
37,2
37,3
37,2
37,2
37,3
37,2
38,3
38,2
38,2
38,2
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,3
38,2
38,3
38,3
38,2
38,3
38,2
38,2
38,2
38,2
38,3
38,2
38,2
38,2
38,3
38,3
38,2
38,2
38,2
38,2
38,2
38,3
38,3
38,2
38,3
38,3
38,2
38,3
38,3
38,3
38,3
38,3
38,2
38,3
38,3
38,2
38,2
39,2
39,2
39,2
39,2
39,2
39,3
39,3
39,3
39,2
39,2
39,3
39,2
39,2
39,3
39,3
39,3
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,3
39,2
39,3
39,2
39,3
39,3
39,3
39,2
39,3
39,3
39,2
39,2
39,2
39,4
39,3
39,2
39,3
39,2
39,3
39,3
39,3
39,3
39,2
39,3
40,3
40,2
40,2
40,2
40,3
40,4
40,3
40,3
40,2
40,2
40,3
40,4
40,2
40,2
40,2
40,4
40,3
40,3
40,2
40,2
40,3
40,2
40,2
40,2
40,2
40,3
40,2
40,3
40,2
40,2
40,2
40,2
40,3
40,2
40,2
40,2
40,2
40,2
40,3
40,3
40,3
40,2
40,2
40,3
40,3
40,2
40,3
40,2
40,2
40,3
41,3
41,3
41,3
41,2
41,2
41,3
41,3
41,2
41,2
41,2
41,2
41,2
41,2
41,3
41,3
41,3
41,3
41,2
41,2
41,2
41,3
41,3
41,2
41,2
41,3
41,3
41,2
41,2
41,2
41,2
41,3
41,2
41,2
41,2
41,2
41,3
41,3
41,4
41,2
41,4
41,2
41,2
41,3
41,2
41,2
41,2
41,3
41,3
41,3
41,2
42,2
42,3
42,3
42,2
42,2
42,3
42,3
42,3
42,2
42,3
42,2
42,2
42,2
42,2
42,3
42,2
42,3
42,3
42,3
42,3
42,2
42,2
42,2
42,3
42,3
42,3
42,2
42,2
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,3
42,2
42,3
42,3
42,2
42,2
42,3
42,3
42,3
42,2
42,3
42,2
42,3
43,2
43,2
43,2
43,3
43,2
43,3
43,2
43,2
43,2
43,3
43,3
43,3
43,2
43,3
43,2
43,3
43,3
43,3
43,3
43,2
43,3
43,3
43,2
43,2
43,2
43,2
43,3
43,2
43,3
43,2
43,3
43,3
43,3
43,2
43,3
43,2
43,3
43,3
43,2
43,2
43,2
43,3
43,2
43,3
43,3
43,3
43,2
43,3
43,2
43,3
44,3
44,2
44,3
44,3
44,3
44,2
44,2
44,3
44,2
44,3
44,3
44,2
44,2
44,2
44,3
44,3
44,3
44,2
44,3
44,2
44,2
44,2
44,3
44,2
44,2
44,3
44,2
44,3
44,3
44,2
44,2
44,3
44,3
44,2
44,2
44,2
44,2
44,2
44,3
44,3
44,2
44,2
44,3
44,2
44,2
44,3
44,2
44,2
44,3
44,3
45,2
45,3
45,3
45,3
45,2
45,2
45,2
45,3
45,3
45,3
45,3
45,3
45,3
45,3
45,2
45,3
45,3
45,3
45,2
45,3
45,3
45,3
45,3
45,3
45,2
45,3
45,3
45,3
45,3
45,3
45,2
45,2
45,3
45,2
45,3
45,2
45,3
45,3
45,3
45,2
45,3
45,2
45,3
45,4
45,2
45,3
45,3
45,3
45,3
45,3
46,2
46,2
46,2
46,3
46,2
46,2
46,2
46,3
46,3
46,3
46,2
46,3
46,2
46,2
46,2
46,3
46,3
46,3
46,3
46,3
46,2
46,2
46,3
46,3
46,2
46,3
46,2
46,3
46,3
46,2
46,3
46,2
46,3
46,3
46,3
46,3
46,2
46,2
46,3
46,3
46,2
46,3
46,2
46,2
46,3
46,3
46,3
46,2
46,3
46,3
47,3
47,3
47,3
47,3
47,3
47,3
47,2
47,3
47,3
47,3
47,2
47,2
47,3
47,3
47,2
47,2
47,2
47,3
47,3
47,3
47,3
47,3
47,3
47,3
47,2
47,3
47,3
47,3
47,4
47,3
47,3
47,3
47,2
47,3
47,2
47,3
47,3
47,3
47,3
47,2
47,2
47,2
47,2
47,3
47,2
47,2
47,3
47,3
47,2
47,3
48,2
48,3
48,2
48,2
48,3
48,2
48,2
48,2
48,3
48,3
48,3
48,2
48,3
48,2
48,2
48,3
48,3
48,2
48,2
48,3
48,2
48,2
48,3
48,3
48,3
48,2
48,2
48,3
48,3
48,2
48,3
48,3
48,3
48,3
48,3
48,2
48,2
48,2
48,2
48,2
48,3
48,2
48,3
48,3
48,2
48,3
48,3
48,3
48,2
48,3
49,3
49,2
49,3
49,2
49,2
49,3
49,3
49,2
49,3
49,2
49,2
49,2
49,3
49,3
49,3
49,3
49,3
49,3
49,2
49,2
49,2
49,2
49,3
49,2
49,2
49,3
49,3
49,2
49,3
49,2
49,3
49,3
49,2
49,3
49,2
49,3
49,3
49,2
49,2
49,2
49,3
49,2
49,2
49,3
49,3
49,3
49,3
49,2
49,2
49,2
50,3
50,2
50,3
50,2
50,3
50,2
50,3
50,3
50,3
50,3
50,2
50,3
50,3
50,2
50,2
50,2
50,3
50,3
50,2
50,3
50,2
50,2
50,3
50,2
50,2
50,2
50,3
50,3
50,3
50,3
50,3
50,2
50,2
50,2
50,2
50,3
50,3
50,2
50,2
50,2
50,2
50,2
50,3
50,3
50,3
50,2
50,3
50,2
50,2
50,3
51,3
51,2
51,3
51,2
51,3
51,3
51,2
51,3
51,3
51,3
51,3
51,3
51,3
51,2
51,3
51,3
51,3
51,3
51,3
51,3
51,2
51,3
51,3
51,3
51,3
51,2
51,2
51,3
51,3
51,3
51,3
51,2
51,3
51,2
51,2
51,3
51,3
51,3
51,2
51,3
51,3
51,3
51,3
51,2
51,2
51,3
51,2
51,3
51,2
51,2
52,2
52,3
52,3
52,3
52,3
52,3
52,3
52,3
52,3
52,2
52,2
52,2
52,2
52,3
52,3
52,3
52,3
52,2
52,2
52,3
52,2
52,2
52,3
52,3
52,2
52,3
52,3
52,2
52,2
52,3
52,3
52,3
52,2
52,3
52,3
52,3
52,3
52,2
52,3
52,3
52,3
52,2
52,2
52,3
52,3
52,3
52,3
52,3
52,3
52,2
53,2
53,2
53,3
53,2
53,3
53,3
53,3
53,3
53,2
53,3
53,2
53,2
53,2
53,3
53,3
53,3
53,2
53,3
53,2
53,3
53,3
53,3
53,3
53,2
53,2
53,3
53,4
53,4
53,2
53,3
53,3
53,2
53,3
53,3
53,3
53,2
53,2
53,3
53,2
53,3
53,2
53,3
53,3
53,3
53,3
53,2
53,2
53,3
53,3
53,2
54,3
54,2
54,3
54,3
54,2
54,2
54,3
54,3
54,3
54,2
54,2
54,2
54,3
54,2
54,3
54,3
54,3
54,3
54,3
54,3
54,2
54,2
54,3
54,3
54,3
54,2
54,3
54,3
54,3
54,2
54,3
54,3
54,2
54,3
54,2
54,3
54,3
54,3
54,2
54,2
54,3
54,2
54,3
54,3
54,3
54,2
54,2
54,2
54,3
54,3
55,3
55,2
55,3
55,3
55,3
55,3
55,3
55,2
55,2
55,2
55,3
55,3
55,2
55,2
55,3
55,3
55,3
55,2
55,2
55,2
55,3
55,2
55,3
55,3
55,3
55,2
55,3
55,2
55,2
55,3
55,3
55,2
55,3
55,3
55,2
55,2
55,2
55,3
55,3
55,3
55,3
55,3
55,3
55,3
55,3
55,3
55,3
55,3
55,2
55,2
56,3
56,3
56,2
56,2
56,3
56,2
56,2
56,2
56,3
56,3
56,3
56,3
56,3
56,2
56,3
56,3
56,3
56,3
56,3
56,3
56,3
56,3
56,3
56,3
56,2
56,3
56,3
56,2
56,2
56,2
56,3
56,2
56,2
56,2
56,2
56,2
56,3
56,2
56,2
56,2
56,2
56,2
56,3
56,3
56,3
56,3
56,2
56,3
56,2
56,3
57,3
57,2
57,2
57,3
57,3
57,2
57,3
57,2
57,2
57,3
57,3
57,3
57,3
57,2
57,3
57,3
57,2
57,3
57,3
57,3
57,2
57,3
57,3
57,3
57,2
57,3
57,3
57,3
57,3
57,2
57,2
57,3
57,3
57,4
57,3
57,2
57,2
57,3
57,3
57,3
57,3
57,3
57,2
57,3
57,3
57,4
57,3
57,2
57,3
57,3
58,3
58,3
58,3
58,3
58,2
58,2
58,2
58,3
58,3
58,2
58,3
58,3
58,3
58,2
58,2
58,3
58,3
58,3
58,3
58,2
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,2
58,2
58,3
58,3
58,3
58,4
58,3
58,3
58,3
58,3
58,3
58,2
58,3
58,2
58,2
58,2
58,3
58,3
58,3
58,3
58,3
58,3
58,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,2
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,4
59,3
59,3
59,3
59,3
59,2
59,3
59,3
59,3
59,3
59,3
59,2
59,3
59,2
59,3
59,3
59,2
59,3
59,2
59,3
59,3
59,2
59,3
59,3
59,3
59,2
59,3
59,2
59,3
59,3
59,3
59,2
60,3
60,3
60,3
60,2
60,3
60,2
60,3
60,2
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,2
60,3
60,4
60,3
60,2
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,2
60,2
60,3
60,3
60,2
60,3
60,2
60,4
60,3
60,3
60,3
60,2
60,2
60,3
60,2
60,3
60,3
60,2
60,3
60,2
60,2
61,3
61,2
61,3
61,3
61,3
61,2
61,2
61,3
61,3
61,3
61,3
61,3
61,3
61,3
61,2
61,3
61,3
61,3
61,2
61,3
61,3
61,3
61,3
61,3
61,3
61,4
61,2
61,3
61,3
61,3
61,3
61,2
61,3
61,3
61,2
61,3
61,3
61,3
61,3
61,3
61,2
61,2
61,3
61,3
61,2
61,3
61,2
61,3
61,3
61,3
62,2
62,2
62,2
62,3
62,2
62,3
62,3
62,3
62,3
62,2
62,4
62,2
62,2
62,3
62,3
62,2
62,3
62,4
62,3
62,2
62,2
62,3
62,3
62,3
62,2
62,3
62,2
62,2
62,2
62,2
62,3
62,2
62,3
62,2
62,3
62,4
62,2
62,2
62,2
62,3
62,2
62,3
62,2
62,3
62,3
62,2
62,4
62,2
62,3
62,3
63,3
63,3
63,3
63,3
63,3
63,2
63,3
63,3
63,3
63,2
63,2
63,2
63,3
63,3
63,3
63,2
63,2
63,3
63,3
63,3
63,3
63,3
63,3
63,3
63,2
63,3
63,2
63,4
63,2
63,3
63,2
63,3
63,2
63,3
63,3
63,3
63,2
63,3
63,3
63,2
63,2
63,2
63,3
63,2
63,3
63,2
63,3
63,3
63,3
63,3
64,3
64,2
64,3
64,3
64,2
64,3
64,3
64,3
64,3
64,3
64,3
64,3
64,2
64,2
64,4
64,3
64,3
64,3
64,3
64,3
64,4
64,2
64,2
64,2
64,3
64,4
64,2
64,3
64,2
64,3
64,3
64,2
64,2
64,3
64,3
64,3
64,3
64,3
64,2
64,3
64,3
64,3
64,3
64,3
64,2
64,3
64,3
64,3
64,3
64,3
65,3
65,3
65,3
65,2
65,3
65,3
65,2
65,3
65,3
65,3
65,3
65,3
65,3
65,3
65,3
65,2
65,2
65,3
65,2
65,3
65,3
65,2
65,3
65,3
65,2
65,3
65,3
65,3
65,2
65,2
65,2
65,2
65,3
65,3
65,2
65,3
65,3
65,2
65,3
65,3
65,3
65,2
65,3
65,2
65,3
65,3
65,3
65,3
65,3
65,2
66,3
66,2
66,3
66,2
66,2
66,3
66,3
66,3
66,3
66,3
66,3
66,2
66,2
66,3
66,3
66,3
66,3
66,2
66,3
66,2
66,3
66,3
66,3
66,3
66,3
66,3
66,2
66,2
66,2
66,3
66,3
66,3
66,3
66,2
66,3
66,2
66,2
66,3
66,3
66,3
66,3
66,3
66,2
66,2
66,2
66,3
66,3
66,3
66,3
66,3
67,2
67,3
67,2
67,3
67,3
67,2
67,3
67,3
67,3
67,3
67,3
67,4
67,3
67,3
67,3
67,3
67,3
67,3
67,2
67,2
67,3
67,3
67,2
67,3
67,3
67,3
67,3
67,2
67,3
67,3
67,3
67,3
67,2
67,3
67,3
67,3
67,2
67,2
67,3
67,3
67,3
67,2
67,3
67,3
67,2
67,2
67,2
67,3
67,3
67,3
68,3
68,3
68,3
68,3
68,3
68,2
68,3
68,3
68,2
68,3
68,3
68,3
68,3
68,3
68,3
68,2
68,2
68,3
68,3
68,3
68,3
68,2
68,3
68,3
68,2
68,2
68,3
68,3
68,2
68,3
68,2
68,3
68,2
68,3
68,2
68,3
68,3
68,3
68,3
68,2
68,2
68,3
68,3
68,2
68,2
68,3
68,3
68,2
68,3
68,2
69,3
69,2
69,3
69,2
69,3
69,2
69,3
69,3
69,2
69,3
69,3
69,3
69,3
69,3
69,3
69,3
69,3
69,3
69,3
69,3
69,2
69,3
69,2
69,3
69,3
69,3
69,3
69,3
69,3
69,3
69,3
69,3
69,3
69,2
69,3
69,2
69,3
69,2
69,3
69,2
69,3
69,3
69,3
69,3
69,2
69,3
69,3
69,2
69,2
69,3
70,3
70,2
70,3
70,3
70,3
70,3
70,3
70,3
70,2
70,3
70,2
70,3
70,3
70,3
70,3
70,2
70,3
70,3
70,3
70,2
70,2
70,3
70,3
70,3
70,3
70,3
70,2
70,3
70,3
70,3
70,3
70,3
70,2
70,2
70,3
70,3
70,3
70,2
70,2
70,3
70,2
70,3
70,2
70,2
70,3
70,3
70,3
70,3
70,2
70,3
71,3
71,4
71,3
71,3
71,2
71,2
71,3
71,2
71,3
71,3
71,3
71,3
71,3
71,3
71,3
71,2
71,3
71,3
71,3
71,3
71,3
71,3
71,3
71,3
71,3
71,3
71,3
71,3
71,2
71,3
71,2
71,3
71,3
71,2
71,3
71,2
71,3
71,3
71,2
71,2
71,3
71,3
71,3
71,2
71,3
71,3
71,4
